,date,quarter,trade_date,holding_period,tickers,portfolio_value,daily_return,cum_return,quarter_return
196,2023-05-26,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8418.640115712815,0.011714186901190082,-0.15813598842871857,0.02953077717617747
197,2023-05-30,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8398.076640998792,-0.0024426123971783564,-0.16019233590012083,0.02953077717617747
198,2023-05-31,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8491.883669642655,0.011170061033487722,-0.15081163303573453,0.02953077717617747
199,2023-06-01,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8556.206144561045,0.007574582674552355,-0.1443793855438955,0.02953077717617747
200,2023-06-02,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8707.619553094859,0.017696325447939643,-0.12923804469051414,0.02953077717617747
201,2023-06-05,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8681.279807907089,-0.0030249076716274415,-0.13187201920929115,0.02953077717617747
202,2023-06-06,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8719.88319683586,0.004446739395913779,-0.12801168031641397,0.02953077717617747
203,2023-06-07,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8627.70259736081,-0.010571311265786143,-0.137229740263919,0.02953077717617747
204,2023-06-08,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8591.623379021175,-0.004181787437906315,-0.1408376620978825,0.02953077717617747
205,2023-06-09,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8615.150620323904,0.0027383929980191457,-0.13848493796760963,0.02953077717617747
206,2023-06-12,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8671.095811719764,0.006493814659941144,-0.13289041882802355,0.02953077717617747
207,2023-06-13,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8789.011503651542,0.013598707071418081,-0.12109884963484585,0.02953077717617747
208,2023-06-14,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8811.127396491911,0.0025163117412214664,-0.11888726035080888,0.02953077717617747
209,2023-06-15,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8950.017881728003,0.01576307763878093,-0.1049982118271997,0.02953077717617747
210,2023-06-16,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8878.320156495318,-0.008010903014960435,-0.11216798435046826,0.02953077717617747
211,2023-06-20,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8832.789195003335,-0.005128330662718006,-0.11672108049966645,0.02953077717617747
212,2023-06-21,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8789.648974563554,-0.004884099403638653,-0.12103510254364469,0.02953077717617747
213,2023-06-22,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8972.000479222963,0.020746164629226627,-0.10279995207770376,0.02953077717617747
214,2023-06-23,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8924.98411240844,-0.005240343769865152,-0.10750158875915605,0.02953077717617747
215,2023-06-26,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8906.54658710657,-0.002065832842910731,-0.10934534128934303,0.02953077717617747
216,2023-06-27,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9009.717955084368,0.011583767846356174,-0.09902820449156313,0.02953077717617747
217,2023-06-28,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9041.283724095427,0.0035035246573111856,-0.09587162759045731,0.02953077717617747
218,2023-06-29,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9085.374370395335,0.004876591382969808,-0.09146256296046651,0.02953077717617747
219,2023-06-30,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9182.248585671548,0.010662655310262004,-0.08177514143284514,0.02953077717617747
220,2023-07-03,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9121.852649374812,-0.0065774669170883815,-0.0878147350625188,0.02953077717617747
221,2023-07-05,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9135.742985945071,0.0015227538860991263,-0.08642570140549288,0.02953077717617747
222,2023-07-06,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9034.182078324295,-0.01111687443232845,-0.09658179216757057,0.02953077717617747
223,2023-07-07,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9002.012471802882,-0.003560876484723252,-0.09979875281971184,0.02953077717617747
224,2023-07-10,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9055.521251106664,0.005944090776522248,-0.0944478748893336,0.02953077717617747
225,2023-07-11,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9048.506106950988,-0.0007746814303835059,-0.09514938930490113,0.02953077717617747
226,2023-07-12,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9098.7486087872,0.005552574230746954,-0.09012513912127995,0.02953077717617747
227,2023-07-13,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9202.34619107431,0.011385915441938899,-0.07976538089256902,0.02953077717617747
228,2023-07-14,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9235.230170961375,0.0035734343399251856,-0.07647698290386251,0.02953077717617747
229,2023-07-17,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9236.827370787667,0.00017294640163001418,-0.07631726292123331,0.02953077717617747
230,2023-07-18,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9197.164773667246,-0.004293963233074849,-0.08028352263327543,0.02953077717617747
231,2023-07-19,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9166.2911776964,-0.0033568601553428667,-0.08337088223036004,0.02953077717617747
232,2023-07-20,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9071.180283941447,-0.010376158896891474,-0.09288197160585532,0.02953077717617747
233,2023-07-21,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9078.662982283131,0.0008248869615050669,-0.0921337017716869,0.02953077717617747
234,2023-07-24,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9082.052967353178,0.0003734013561977889,-0.0917947032646822,0.02953077717617747
235,2023-07-25,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9139.624421510276,0.006339035278041916,-0.08603755784897238,0.02953077717617747
236,2023-07-26,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9120.854021810315,-0.0020537386258219215,-0.08791459781896849,0.02953077717617747
237,2023-07-27,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8902.336187729374,-0.0239580453275986,-0.10976638122706261,0.02953077717617747
238,2023-07-28,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9029.795929764263,0.01431756107015758,-0.09702040702357373,0.02953077717617747
239,2023-07-31,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9096.640244297801,0.007402638448694487,-0.09033597557021988,0.02953077717617747
240,2023-08-01,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",9072.45826933066,-0.0026583413565574032,-0.09275417306693401,0.02953077717617747
241,2023-08-02,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8872.263334481795,-0.02206622823778881,-0.11277366655182053,0.02953077717617747
242,2023-08-03,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8780.669634020156,-0.010323600304520064,-0.12193303659798438,0.02953077717617747
243,2023-08-04,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8971.872649577728,0.02177544806113274,-0.10281273504222721,0.02953077717617747
244,2023-08-07,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8956.838409359909,-0.0016757081609408697,-0.10431615906400915,0.02953077717617747
245,2023-08-08,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8928.293777785739,-0.003186909294281892,-0.10717062222142615,0.02953077717617747
246,2023-08-09,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8883.071243977362,-0.005065081294803986,-0.11169287560226382,0.02953077717617747
247,2023-08-10,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8890.026723062245,0.0007830038613727552,-0.11099732769377546,0.02953077717617747
248,2023-08-11,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8875.257436229416,-0.0016613321076430765,-0.11247425637705832,0.02953077717617747
249,2023-08-14,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8869.052675379697,-0.0006991077041204052,-0.11309473246203028,0.02953077717617747
250,2023-08-15,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8729.342859271164,-0.01575250719801946,-0.12706571407288358,0.02953077717617747
251,2023-08-16,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8621.72070300102,-0.01232878098674317,-0.1378279296998981,0.01698354295702309
252,2023-08-17,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8565.143554171802,-0.006562164419165684,-0.14348564458281976,0.01698354295702309
253,2023-08-18,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8575.435542151454,0.001201613016122538,-0.1424564457848546,0.01698354295702309
254,2023-08-21,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8638.109066130104,0.007308494556409029,-0.1361890933869896,0.01698354295702309
255,2023-08-22,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8623.509960454783,-0.0016900811929504433,-0.13764900395452173,0.01698354295702309
256,2023-08-23,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8750.5194361908,0.014728280748610434,-0.12494805638091999,0.01698354295702309
257,2023-08-24,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8668.122755945766,-0.009416204471731637,-0.13318772440542348,0.01698354295702309
258,2023-08-25,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8688.658842754303,0.002369150436229317,-0.13113411572456968,0.01698354295702309
259,2023-08-28,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8738.88953664494,0.005781179213006471,-0.12611104633550607,0.01698354295702309
260,2023-08-29,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8829.160930797092,0.010329847261899339,-0.1170839069202908,0.01698354295702309
261,2023-08-30,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8863.133230987954,0.0038477382456993947,-0.1136866769012046,0.01698354295702309
262,2023-08-31,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8806.676942779955,-0.006369788960253087,-0.11933230572200448,0.01698354295702309
263,2023-09-01,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8822.126325238258,0.0017542805939949613,-0.11778736747617424,0.01698354295702309
264,2023-09-05,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8740.314987775448,-0.009273426206646507,-0.1259685012224553,0.01698354295702309
265,2023-09-06,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8679.573481439047,-0.0069495786389113245,-0.13204265185609532,0.01698354295702309
266,2023-09-07,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8617.550058363633,-0.007145906790010925,-0.13824499416363667,0.01698354295702309
267,2023-09-08,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8570.513864674656,-0.005458186302419676,-0.1429486135325344,0.01698354295702309
268,2023-09-11,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8639.749603857435,0.008078364993743259,-0.1360250396142565,0.01698354295702309
269,2023-09-12,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8590.661409688131,-0.005681668615417634,-0.14093385903118683,0.01698354295702309
270,2023-09-13,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8664.408306484973,0.008584542362905179,-0.1335591693515027,0.01698354295702309
271,2023-09-14,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8799.606439698195,0.015603850653255869,-0.12003935603018057,0.01698354295702309
272,2023-09-15,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8706.625406585288,-0.010566499053120793,-0.12933745934147123,0.01698354295702309
273,2023-09-18,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8702.723281150958,-0.0004481788582955115,-0.1297276718849042,0.01698354295702309
274,2023-09-19,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8654.920940792055,-0.005492802518774487,-0.13450790592079442,0.01698354295702309
275,2023-09-20,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8582.350493208425,-0.008384877005819136,-0.1417649506791575,0.01698354295702309
276,2023-09-21,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8392.246972596953,-0.022150519343379083,-0.16077530274030472,0.01698354295702309
277,2023-09-22,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8393.849322284226,0.00019093214159515703,-0.1606150677715774,0.01698354295702309
278,2023-09-25,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8403.662639566897,0.001169108105933958,-0.15963373604331033,0.01698354295702309
279,2023-09-26,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8275.426653192795,-0.015259535261485824,-0.17245733468072044,0.01698354295702309
280,2023-09-27,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8224.513235239832,-0.0061523616952510185,-0.1775486764760168,0.01698354295702309
281,2023-09-28,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8310.781959213982,0.010489219423285956,-0.1689218040786018,0.01698354295702309
282,2023-09-29,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8273.487678115327,-0.004487457531876182,-0.17265123218846734,0.01698354295702309
283,2023-10-02,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8256.78443341783,-0.0020188879644650326,-0.17432155665821703,0.01698354295702309
284,2023-10-03,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8138.876692817346,-0.014280104022490137,-0.18611233071826538,0.01698354295702309
285,2023-10-04,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8220.139621894985,0.009984538670963605,-0.17798603781050149,0.01698354295702309
286,2023-10-05,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8211.34417759841,-0.001069987214468604,-0.17886558224015903,0.01698354295702309
287,2023-10-06,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8287.589076339353,0.00928531274440414,-0.17124109236606477,0.01698354295702309
288,2023-10-09,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8294.588352454371,0.0008445491264765792,-0.17054116475456282,0.01698354295702309
289,2023-10-10,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8348.506503218672,0.006500401041402704,-0.16514934967813277,0.01698354295702309
290,2023-10-11,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8333.16603742737,-0.0018375101924382742,-0.16668339625726292,0.01698354295702309
291,2023-10-12,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8249.97546126686,-0.009983069554461044,-0.17500245387331392,0.01698354295702309
292,2023-10-13,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8211.543851929968,-0.004658390745200025,-0.17884561480700323,0.01698354295702309
293,2023-10-16,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8314.289340992258,0.012512323007097148,-0.1685710659007742,0.01698354295702309
294,2023-10-17,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8308.698565289038,-0.0006724297740825502,-0.16913014347109623,0.01698354295702309
295,2023-10-18,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8174.439371751212,-0.016158871631077765,-0.1825560628248788,0.01698354295702309
296,2023-10-19,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8116.754340324162,-0.007056756898386807,-0.18832456596758385,0.01698354295702309
