,date,quarter,trade_date,holding_period,tickers,portfolio_value,daily_return,cum_return,quarter_return
97,2023-01-04,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",7924.684111261527,0.014204072826763392,-0.20753158887384737,0.11009831515656221
98,2023-01-05,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",7721.163695087839,-0.025681833283987987,-0.22788363049121607,0.11009831515656221
99,2023-01-06,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",7924.608887572459,0.02634903241515918,-0.20753911124275415,0.11009831515656221
100,2023-01-09,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8009.463843793945,0.010707778443748373,-0.19905361562060553,0.11009831515656221
101,2023-01-10,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8137.533770623402,0.015989825202680885,-0.1862466229376598,0.11009831515656221
102,2023-01-11,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8399.118610899981,0.032145469088055156,-0.16008813891000195,0.11009831515656221
103,2023-01-12,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8455.53977426708,0.006717510012762329,-0.1544460225732921,0.11009831515656221
104,2023-01-13,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8504.776635477436,0.005823029933606394,-0.14952233645225643,0.11009831515656221
105,2023-01-17,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8587.296574756141,0.009702775606648562,-0.14127034252438586,0.11009831515656221
106,2023-01-18,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8486.951500245674,-0.011685292762037558,-0.1513048499754326,0.11009831515656221
107,2023-01-19,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8344.869437865733,-0.016741236517709313,-0.1655130562134267,0.11009831515656221
108,2023-01-20,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8620.674004918646,0.03305079475556805,-0.1379325995081353,0.11009831515656221
109,2023-01-23,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8719.313048803113,0.011442149863013729,-0.12806869511968866,0.11009831515656221
110,2023-01-24,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8619.20036885171,-0.011481716436955391,-0.13807996311482895,0.11009831515656221
111,2023-01-25,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8585.541351250216,-0.003905120679539187,-0.14144586487497834,0.11009831515656221
112,2023-01-26,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8762.299597399408,0.02058789759639934,-0.12377004026005922,0.11009831515656221
113,2023-01-27,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8889.72239462767,0.014542163939028185,-0.11102776053723296,0.11009831515656221
114,2023-01-30,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8711.752872079958,-0.020019694052005987,-0.12882471279200414,0.11009831515656221
115,2023-01-31,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8933.459520616585,0.025449143449324474,-0.10665404793834155,0.11009831515656221
116,2023-02-01,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",9155.59002171977,0.02486500337193598,-0.08444099782802295,0.11009831515656221
117,2023-02-02,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",9327.76271714305,0.018805199338855827,-0.067223728285695,0.11009831515656221
118,2023-02-03,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",9106.554112791899,-0.023715076279181346,-0.08934458872081008,0.11009831515656221
119,2023-02-06,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8957.006942084146,-0.016421927422325955,-0.1042993057915853,0.11009831515656221
120,2023-02-07,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",9210.112222961085,0.02825779666282635,-0.07898877770389157,0.11009831515656221
121,2023-02-08,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",9132.005348797333,-0.008480556183564136,-0.0867994651202667,0.11009831515656221
122,2023-02-09,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",9026.949058595346,-0.011504186231759306,-0.0973050941404654,0.11009831515656221
123,2023-02-10,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",8976.461158377218,-0.005593019290394019,-0.1023538841622782,0.11009831515656221
124,2023-02-13,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",9132.945567904764,0.01743275069836492,-0.08670544320952356,0.11009831515656221
125,2023-02-14,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",9175.854091318122,0.0046982129800650085,-0.08241459086818781,0.11009831515656221
126,2023-02-15,2022-09-30,2022-11-16,2022-11-16 to 2023-02-15,"['AMZN', 'CNI', 'FISV', 'MCO', 'MSFT', 'RH', 'SPGI', 'TEAM', 'WMS', 'ZS']",9314.938978593023,0.015157704764126256,-0.06850610214069763,0.11009831515656221
127,2023-02-16,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",9042.223382030536,-0.02927722845949121,-0.09577766179694647,-0.051362976101868574
128,2023-02-17,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",9022.941293866708,-0.0021324498797659075,-0.09770587061332914,-0.051362976101868574
129,2023-02-21,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8792.253442398203,-0.025566812855727372,-0.12077465576017965,-0.051362976101868574
130,2023-02-22,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8744.883556875415,-0.005387684264691495,-0.12551164431245854,-0.051362976101868574
131,2023-02-23,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8735.098830851695,-0.0011189086692899863,-0.12649011691483047,-0.051362976101868574
132,2023-02-24,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8541.953635997943,-0.02211139205106394,-0.1458046364002057,-0.051362976101868574
133,2023-02-27,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8560.128434347504,0.0021277097867831163,-0.14398715656524963,-0.051362976101868574
134,2023-02-28,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8516.327874607581,-0.005116811047387149,-0.1483672125392419,-0.051362976101868574
135,2023-03-01,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8470.153977848193,-0.005421808253421201,-0.15298460221518073,-0.051362976101868574
136,2023-03-02,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8553.411449280262,0.009829510968727417,-0.14465885507197385,-0.051362976101868574
137,2023-03-03,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8711.429997630546,0.01847433030520018,-0.12885700023694535,-0.051362976101868574
138,2023-03-06,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8719.920218865209,0.0009746070664600204,-0.12800797811347908,-0.051362976101868574
139,2023-03-07,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8546.922227281264,-0.01983940073323953,-0.1453077772718736,-0.051362976101868574
140,2023-03-08,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8592.320259580752,0.005311623423292833,-0.14076797404192476,-0.051362976101868574
141,2023-03-09,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8389.538261715867,-0.023600377050515098,-0.16104617382841335,-0.051362976101868574
142,2023-03-10,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8200.146388022244,-0.022574767261969386,-0.17998536119777564,-0.051362976101868574
143,2023-03-13,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8213.879827462963,0.0016747797893923444,-0.1786120172537038,-0.051362976101868574
144,2023-03-14,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8385.33078966213,0.02087332244938911,-0.16146692103378701,-0.051362976101868574
145,2023-03-15,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8351.700791880556,-0.004010574970165215,-0.16482992081194447,-0.051362976101868574
146,2023-03-16,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8524.774686243043,0.02072319144032897,-0.1475225313756957,-0.051362976101868574
147,2023-03-17,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8422.000389456074,-0.0120559546228034,-0.15779996105439253,-0.051362976101868574
148,2023-03-20,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8414.333315905007,-0.0009103625263026105,-0.1585666684094993,-0.051362976101868574
149,2023-03-21,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8507.47824761483,0.011069793436131015,-0.14925217523851697,-0.051362976101868574
150,2023-03-22,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8354.738358629285,-0.017953603234703186,-0.16452616413707144,-0.051362976101868574
151,2023-03-23,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8411.817353907029,0.006831930914842799,-0.15881826460929716,-0.051362976101868574
152,2023-03-24,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8461.27636298872,0.005879705538152091,-0.153872363701128,-0.051362976101868574
153,2023-03-27,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8462.31497479634,0.00012274883398966097,-0.153768502520366,-0.051362976101868574
154,2023-03-28,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8438.449091810653,-0.0028202546297044773,-0.15615509081893475,-0.051362976101868574
155,2023-03-29,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8542.12703031875,0.012286373642843351,-0.14578729696812498,-0.051362976101868574
156,2023-03-30,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8582.51172241753,0.004727709147316794,-0.14174882775824704,-0.051362976101868574
157,2023-03-31,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8727.676862250917,0.016914062517877637,-0.1272323137749083,-0.051362976101868574
158,2023-04-03,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8727.197671564838,-5.490472363289811e-05,-0.1272802328435162,-0.051362976101868574
159,2023-04-04,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8648.847284845018,-0.008977725687949412,-0.13511527151549818,-0.051362976101868574
160,2023-04-05,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8545.972284066598,-0.011894648776916594,-0.14540277159334014,-0.051362976101868574
161,2023-04-06,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8590.881840826687,0.005255055278358345,-0.14091181591733126,-0.051362976101868574
162,2023-04-10,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8629.8252884229,0.004533114099083635,-0.1370174711577099,-0.051362976101868574
163,2023-04-11,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8617.781532878278,-0.0013955966826789679,-0.1382218467121722,-0.051362976101868574
164,2023-04-12,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8575.105763114125,-0.004952059831331068,-0.14248942368858752,-0.051362976101868574
165,2023-04-13,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8738.714902022724,0.01907954763804387,-0.1261285097977276,-0.051362976101868574
166,2023-04-14,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8653.063295016218,-0.009801396196903123,-0.13469367049837822,-0.051362976101868574
167,2023-04-17,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8619.319559217482,-0.0038996289115521554,-0.1380680440782518,-0.051362976101868574
168,2023-04-18,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8631.434685402302,0.0014055780275445962,-0.13685653145976973,-0.051362976101868574
169,2023-04-19,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8653.678752624319,0.002577099640183267,-0.13463212473756814,-0.051362976101868574
170,2023-04-20,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8626.870351441066,-0.003097919618881506,-0.1373129648558934,-0.051362976101868574
171,2023-04-21,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8629.353907222585,0.00028788606764029723,-0.13706460927774156,-0.051362976101868574
172,2023-04-24,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8639.588163027554,0.0011859816986301563,-0.1360411836972446,-0.051362976101868574
173,2023-04-25,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8489.740630428125,-0.017344291159697933,-0.15102593695718747,-0.051362976101868574
174,2023-04-26,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8469.968797974394,-0.0023289088930310564,-0.15300312020256057,-0.051362976101868574
175,2023-04-27,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8660.49120167311,0.02249387314676765,-0.13395087983268894,-0.051362976101868574
176,2023-04-28,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8774.68050796809,0.013185084267843816,-0.12253194920319088,-0.051362976101868574
177,2023-05-01,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8757.182948783062,-0.0019940964425018137,-0.12428170512169379,-0.051362976101868574
178,2023-05-02,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8620.289819235357,-0.015632096571275622,-0.13797101807646428,-0.051362976101868574
179,2023-05-03,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8553.49617718503,-0.007748421857149523,-0.14465038228149696,-0.051362976101868574
180,2023-05-04,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8506.371872260952,-0.005509361780013933,-0.14936281277390484,-0.051362976101868574
181,2023-05-05,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8685.48056343558,0.02105582660437122,-0.13145194365644197,-0.051362976101868574
182,2023-05-08,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8650.58485166437,-0.004017706506432739,-0.1349415148335631,-0.051362976101868574
183,2023-05-09,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8649.347847028845,-0.00014299664782624344,-0.13506521529711557,-0.051362976101868574
184,2023-05-10,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8693.778333369302,0.005136859694655493,-0.1306221666630698,-0.051362976101868574
185,2023-05-11,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8690.302144519856,-0.0003998478815711026,-0.13096978554801442,-0.051362976101868574
186,2023-05-12,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8656.601114800149,-0.0038780043730652913,-0.13433988851998513,-0.051362976101868574
187,2023-05-15,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8735.907272556111,0.009161350592944872,-0.12640927274438896,-0.051362976101868574
188,2023-05-16,2022-12-31,2023-02-16,2023-02-16 to 2023-05-16,"['CNI', 'FISV', 'MCO', 'MRNA', 'MSFT', 'NFLX', 'RH', 'SHC', 'SPGI', 'WMS']",8577.787878551544,-0.01809993960230094,-0.14222121214484562,-0.051362976101868574
189,2023-05-17,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8478.952793635002,-0.011522211357508083,-0.15210472063649982,0.02953077717617747
190,2023-05-18,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8482.023145881294,0.00036211455836809847,-0.15179768541187055,0.02953077717617747
191,2023-05-19,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8463.277636056713,-0.002210028138591391,-0.1536722363943287,0.02953077717617747
192,2023-05-22,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8536.935325188799,0.008703210777143422,-0.14630646748112008,0.02953077717617747
193,2023-05-23,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8404.656432254204,-0.015494892241282088,-0.1595343567745796,0.02953077717617747
194,2023-05-24,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8344.81551099079,-0.007119972332689906,-0.16551844890092104,0.02953077717617747
195,2023-05-25,2023-03-31,2023-05-17,2023-05-17 to 2023-08-15,"['CNI', 'FISV', 'MASI', 'MCO', 'MSFT', 'PG', 'PM', 'SHC', 'SPGI', 'TEAM']",8321.16444022449,-0.00283422332526706,-0.1678835559775511,0.02953077717617747
